id_operacion;ubicacion;SOA;operador1;operador2;operacion;resultado;id_participantes;id_bloque;correctas_deteccion;correctas_operacion;TR_deteccion;acarreo
40;Izquierda;1250;48;21;Suma;69;9.11E+08;Bloque 2;1;1;973;No
209;Derecha;750;67;23;Resta;37;9.11E+08;Bloque 2;1;1;896;Si
104;Izquierda;1250;36;28;Suma;64;2c3f0;Bloque 2;1;1;395;Si
146;Derecha;1250;49;27;Suma;76;2c3f0;Bloque 2;1;1;538;No
18;Izquierda;750;41;24;Suma;46;2c3f0;Bloque 2;1;1;531;Si
155;Derecha;1250;53;39;Suma;65;2c3f0;Bloque 2;1;1;464;No
216;Derecha;300;72;41;Resta;31;2c3f0;Bloque 2;1;1;1721;Si
232;Izquierda;1250;79;34;Resta;45;2c3f0;Bloque 2;1;1;1256;No
243;Izquierda;300;84;43;Resta;41;2c3f0;Bloque 2;1;1;2094;No
67;Derecha;1250;61;28;Suma;89;2c3f0;Bloque 2;1;1;1131;No
371;Derecha;750;94;28;Resta;47;2c3f0;Bloque 2;1;1;1128;No
30;Derecha;300;43;31;Suma;74;2c3f0;Bloque 2;1;1;1627;No
352;Izquierda;300;86;39;Resta;56;2c3f0;Bloque 2;1;1;1794;No
136;Izquierda;300;48;25;Suma;87;2c3f0;Bloque 2;1;1;1612;Si
309;Derecha;300;71;24;Resta;47;2c3f0;Bloque 2;1;1;1394;Si
164;Derecha;750;58;26;Suma;84;2c3f0;Bloque 2;1;1;849;No
261;Izquierda;300;89;36;Resta;37;2c3f0;Bloque 2;0;1;1670;No
344;Derecha;1250;84;36;Resta;48;2c3f0;Bloque 2;1;1;1845;No
234;Derecha;300;79;43;Resta;36;2c3f0;Bloque 2;1;1;1709;No
321;Derecha;1250;74;26;Resta;48;2c3f0;Bloque 2;1;1;716;No
353;Izquierda;300;86;47;Resta;39;2c3f0;Bloque 2;1;1;1719;No
277;Derecha;300;95;32;Resta;45;2c3f0;Bloque 2;1;1;1350;Si
70;Derecha;300;61;37;Suma;82;2c3f0;Bloque 2;1;1;2319;Si
39;Izquierda;300;47;32;Suma;79;2c3f0;Bloque 2;1;1;1509;No
52;Derecha;1250;53;25;Suma;78;2c3f0;Bloque 2;1;1;662;No
312;Izquierda;1250;72;23;Resta;49;2c3f0;Bloque 2;1;1;575;Si
103;Derecha;750;36;25;Suma;61;2c3f0;Bloque 2;1;1;1374;No
370;Derecha;750;94;25;Resta;82;2c3f0;Bloque 2;1;1;690;Si
116;Derecha;300;39;26;Suma;65;2c3f0;Bloque 2;1;1;1219;Si
8;Izquierda;750;32;26;Suma;58;2c3f0;Bloque 2;1;1;493;No
264;Izquierda;1250;89;45;Resta;31;2c3f0;Bloque 2;1;1;679;No
286;Derecha;300;98;26;Resta;72;2c3f0;Bloque 2;1;1;1340;Si
10;Izquierda;1250;34;23;Suma;68;2c3f0;Bloque 2;1;1;487;Si
258;Izquierda;750;89;25;Resta;64;2c3f0;Bloque 2;1;1;615;No
307;Izquierda;1250;65;27;Resta;38;2c3f0;Bloque 2;1;1;336;No
129;Izquierda;300;45;37;Suma;82;2c3f0;Bloque 2;1;1;1248;No
120;Derecha;750;43;28;Suma;84;2c3f0;Bloque 2;1;1;1507;No
149;Izquierda;1250;49;37;Suma;86;2c3f0;Bloque 2;1;1;537;No
319;Derecha;300;73;38;Resta;25;b8719;Bloque 3;1;1;1080;No
381;Izquierda;750;96;39;Resta;57;b8719;Bloque 3;1;1;1702;Si
44;Derecha;1250;51;35;Suma;86;b8719;Bloque 3;1;1;563;No
257;Izquierda;750;89;23;Resta;66;b8719;Bloque 3;1;1;474;Si
137;Izquierda;1250;48;26;Suma;52;b8719;Bloque 3;1;1;556;Si
140;Derecha;750;48;36;Suma;84;b8719;Bloque 3;1;1;446;Si
80;Izquierda;1250;64;25;Suma;89;b8719;Bloque 3;1;1;480;Si
258;Derecha;1250;89;25;Resta;64;b8719;Bloque 3;1;1;452;No
279;Derecha;750;96;34;Resta;44;b8719;Bloque 3;1;1;419;No
287;Derecha;1250;98;42;Resta;56;b8719;Bloque 3;1;1;1877;Si
62;Izquierda;1250;56;41;Suma;69;b8719;Bloque 3;1;1;465;Si
251;Derecha;1250;87;26;Resta;61;b8719;Bloque 3;1;0;662;No
144;Derecha;300;49;25;Suma;74;b8719;Bloque 3;1;1;448;No
348;Izquierda;300;85;39;Resta;33;b8719;Bloque 3;1;1;1173;No
156;Derecha;750;54;28;Suma;58;b8719;Bloque 3;1;1;561;Si
210;Derecha;750;67;25;Resta;42;b8719;Bloque 3;1;1;1355;Si
109;Derecha;750;37;28;Suma;92;b8719;Bloque 3;1;1;453;Si
136;Izquierda;750;48;25;Suma;87;b8719;Bloque 3;1;1;542;Si
343;Izquierda;300;84;29;Resta;78;b8719;Bloque 3;1;1;1086;Si
52;Derecha;300;53;25;Suma;78;b8719;Bloque 3;1;1;547;No
37;Derecha;300;46;32;Suma;78;b8719;Bloque 3;1;1;401;Si
158;Izquierda;300;56;38;Suma;66;b8719;Bloque 3;1;1;545;No
349;Izquierda;1250;85;49;Resta;25;b8719;Bloque 3;1;1;1396;Si
63;Izquierda;1250;57;21;Suma;78;b8719;Bloque 3;1;1;574;Si
363;Izquierda;300;92;37;Resta;39;b8719;Bloque 3;1;1;880;Si
16;Izquierda;1250;37;21;Suma;58;b8719;Bloque 3;1;1;556;No
131;Izquierda;300;47;25;Suma;72;b8719;Bloque 3;1;1;415;No
248;Izquierda;750;86;34;Resta;74;b8719;Bloque 3;1;1;376;Si
9;Derecha;1250;32;27;Suma;70;b8719;Bloque 3;1;1;381;No
351;Izquierda;750;86;38;Resta;34;b8719;Bloque 3;1;1;1215;No
214;Izquierda;1250;69;24;Resta;64;b8719;Bloque 3;1;1;749;Si
338;Derecha;750;83;29;Resta;54;b8719;Bloque 3;1;1;1064;Si
114;Izquierda;1250;39;23;Suma;62;b8719;Bloque 3;1;1;485;No
51;Izquierda;1250;53;21;Suma;74;b8719;Bloque 3;1;1;459;No
340;Derecha;300;83;45;Resta;27;b8719;Bloque 3;1;1;1395;Si
373;Derecha;750;94;35;Resta;70;b8719;Bloque 3;1;1;1277;No
251;Izquierda;750;87;26;Resta;61;4ca02;Bloque 3;1;1;1063;No
173;Izquierda;300;59;35;Suma;66;4ca02;Bloque 3;1;1;742;Si
35;Izquierda;750;45;31;Suma;90;4ca02;Bloque 3;1;1;699;Si
137;Derecha;300;48;26;Suma;52;4ca02;Bloque 3;1;1;647;Si
277;Derecha;1250;95;32;Resta;45;4ca02;Bloque 3;1;1;722;Si
167;Izquierda;300;58;36;Suma;94;4ca02;Bloque 3;1;1;814;Si
335;Izquierda;1250;82;37;Resta;64;4ca02;Bloque 3;1;1;695;No
193;Izquierda;300;52;21;Resta;31;4ca02;Bloque 3;1;1;650;No
18;Izquierda;300;41;24;Suma;46;4ca02;Bloque 3;1;1;771;Si
233;Derecha;1250;79;38;Resta;58;4ca02;Bloque 3;1;1;610;No
327;Derecha;750;76;28;Resta;57;4ca02;Bloque 3;1;0;568;No
334;Derecha;1250;82;36;Resta;33;4ca02;Bloque 3;1;1;472;No
218;Izquierda;750;73;32;Resta;41;4ca02;Bloque 3;1;0;777;Si
182;Derecha;1250;65;29;Suma;94;4ca02;Bloque 3;1;1;578;No
216;Derecha;300;72;41;Resta;31;4ca02;Bloque 3;1;1;630;Si
13;Izquierda;750;35;24;Suma;83;4ca02;Bloque 3;1;1;738;Si
62;Derecha;300;56;41;Suma;69;4ca02;Bloque 3;1;1;508;Si
58;Izquierda;300;54;35;Suma;89;4ca02;Bloque 3;1;0;450;Si
12;Derecha;300;35;23;Suma;58;4ca02;Bloque 3;1;1;477;Si
317;Derecha;750;73;34;Resta;55;4ca02;Bloque 3;1;1;552;No
159;Derecha;750;57;24;Suma;81;4ca02;Bloque 3;1;1;572;No
303;Derecha;1250;64;26;Resta;54;4ca02;Bloque 3;1;1;498;No
169;Izquierda;750;59;24;Suma;70;4ca02;Bloque 3;1;1;817;No
330;Izquierda;1250;81;36;Resta;64;4ca02;Bloque 3;1;1;704;No
289;Derecha;1250;61;23;Resta;32;4ca02;Bloque 3;1;1;630;No
115;Izquierda;300;39;24;Suma;89;4ca02;Bloque 3;1;1;686;No
151;Derecha;750;52;39;Suma;91;4ca02;Bloque 3;1;1;655;No
89;Derecha;300;72;24;Suma;68;4ca02;Bloque 3;1;1;518;Si
354;Derecha;300;86;48;Resta;38;4ca02;Bloque 3;1;1;571;Si
68;Derecha;750;61;34;Suma;113;4ca02;Bloque 3;1;1;466;Si
284;Izquierda;1250;97;34;Resta;63;4ca02;Bloque 3;1;1;985;Si
148;Derecha;1250;49;35;Suma;84;4ca02;Bloque 3;1;1;603;No
321;Izquierda;750;74;26;Resta;48;4ca02;Bloque 3;1;1;540;No
374;Izquierda;750;94;37;Resta;57;4ca02;Bloque 3;1;1;565;No
104;Izquierda;1250;36;28;Suma;64;4ca02;Bloque 3;1;1;586;Si
331;Izquierda;1250;81;49;Resta;27;4ca02;Bloque 3;1;1;607;No
21;Izquierda;750;41;37;Suma;93;60d39;Bloque 3;1;1;836;No
161;Izquierda;300;57;29;Suma;72;60d39;Bloque 3;1;1;1005;No
345;Derecha;300;84;38;Resta;55;60d39;Bloque 3;1;0;1277;Si
314;Izquierda;750;72;28;Resta;44;60d39;Bloque 3;1;1;4520;Si
196;Derecha;300;56;25;Resta;44;60d39;Bloque 3;1;1;1918;No
172;Izquierda;750;59;34;Suma;78;60d39;Bloque 3;1;1;550;Si
358;Derecha;750;91;39;Resta;52;60d39;Bloque 3;1;1;703;Si
91;Derecha;300;73;21;Suma;133;60d39;Bloque 3;1;1;800;Si
384;Derecha;1250;97;48;Resta;49;60d39;Bloque 3;1;1;2841;No
204;Derecha;1250;59;25;Resta;48;60d39;Bloque 3;1;1;712;No
203;Derecha;300;59;23;Resta;36;60d39;Bloque 3;1;1;706;No
215;Izquierda;1250;69;32;Resta;31;60d39;Bloque 3;1;1;974;No
241;Derecha;750;83;42;Resta;41;60d39;Bloque 3;1;1;1584;Si
199;Derecha;750;57;25;Resta;23;60d39;Bloque 3;1;1;1003;No
226;Izquierda;750;75;32;Resta;43;60d39;Bloque 3;1;1;740;Si
164;Izquierda;300;58;26;Suma;84;60d39;Bloque 3;1;1;2237;No
99;Izquierda;750;34;29;Suma;63;60d39;Bloque 3;1;1;834;No
72;Izquierda;1250;62;24;Suma;72;60d39;Bloque 3;1;1;411;No
92;Derecha;300;73;24;Suma;115;60d39;Bloque 3;1;1;739;Si
299;Izquierda;750;63;24;Resta;28;60d39;Bloque 3;1;1;653;Si
54;Derecha;1250;53;32;Suma;101;60d39;Bloque 3;1;1;653;Si
359;Derecha;750;91;43;Resta;48;60d39;Bloque 3;1;1;1299;Si
243;Derecha;750;84;43;Resta;41;60d39;Bloque 3;1;1;751;No
87;Izquierda;1250;72;21;Suma;78;60d39;Bloque 3;1;1;413;Si
233;Izquierda;1250;79;38;Resta;58;60d39;Bloque 3;1;1;2353;No
30;Izquierda;300;43;31;Suma;74;60d39;Bloque 3;1;1;988;No
141;Izquierda;300;48;37;Suma;60;60d39;Bloque 3;1;1;1449;Si
298;Izquierda;750;62;29;Resta;47;60d39;Bloque 3;1;1;1002;Si
165;Izquierda;750;58;27;Suma;85;60d39;Bloque 3;1;1;783;No
252;Izquierda;750;87;31;Resta;56;60d39;Bloque 3;1;1;1364;No
79;Derecha;750;64;23;Suma;73;60d39;Bloque 3;1;1;618;Si
180;Izquierda;1250;65;27;Suma;109;60d39;Bloque 3;1;1;601;Si
107;Derecha;1250;37;25;Suma;52;60d39;Bloque 3;1;1;519;No
363;Derecha;300;92;37;Resta;39;60d39;Bloque 3;1;1;2328;Si
236;Izquierda;750;82;21;Resta;61;60d39;Bloque 3;1;1;2296;Si
73;Derecha;1250;62;27;Suma;89;60d39;Bloque 3;1;1;681;Si
7;Derecha;300;32;24;Suma;56;555a8;Bloque 3;1;1;674;No
213;Izquierda;300;68;26;Resta;42;555a8;Bloque 3;1;1;606;Si
372;Izquierda;1250;94;29;Resta;46;555a8;Bloque 3;1;1;573;Si
3;Derecha;1250;31;26;Suma;48;555a8;Bloque 3;1;1;357;No
322;Derecha;750;74;27;Resta;47;555a8;Bloque 3;1;1;786;Si
337;Derecha;300;82;49;Resta;33;555a8;Bloque 3;1;1;821;Si
52;Derecha;300;53;25;Suma;78;555a8;Bloque 3;1;1;769;No
269;Derecha;1250;93;32;Resta;73;555a8;Bloque 3;1;1;590;No
335;Derecha;300;82;37;Resta;64;555a8;Bloque 3;1;1;809;No
371;Izquierda;750;94;28;Resta;47;555a8;Bloque 3;1;1;629;No
177;Derecha;1250;63;29;Suma;77;555a8;Bloque 3;1;1;443;Si
352;Derecha;750;86;39;Resta;56;555a8;Bloque 3;1;0;887;No
139;Derecha;300;48;35;Suma;70;555a8;Bloque 3;1;1;1077;Si
111;Derecha;750;38;25;Suma;63;555a8;Bloque 3;1;1;764;No
174;Derecha;750;59;37;Suma;96;555a8;Bloque 3;1;1;811;No
185;Izquierda;1250;67;28;Suma;80;555a8;Bloque 3;1;1;476;No
47;Izquierda;750;52;23;Suma;89;555a8;Bloque 3;1;1;435;No
247;Derecha;1250;85;43;Resta;42;555a8;Bloque 3;1;1;591;Si
234;Izquierda;750;79;43;Resta;36;555a8;Bloque 3;1;1;852;No
53;Izquierda;1250;53;31;Suma;84;555a8;Bloque 3;1;1;647;Si
277;Izquierda;750;95;32;Resta;45;555a8;Bloque 3;1;1;451;Si
293;Derecha;300;61;29;Resta;32;555a8;Bloque 3;1;1;603;Si
342;Derecha;300;84;28;Resta;47;555a8;Bloque 3;1;1;730;Si
173;Izquierda;300;59;35;Suma;66;555a8;Bloque 3;1;1;811;Si
82;Derecha;750;65;24;Suma;89;555a8;Bloque 3;1;1;512;No
118;Izquierda;300;42;29;Suma;60;555a8;Bloque 3;1;1;531;No
321;Izquierda;750;74;26;Resta;48;555a8;Bloque 3;1;1;806;No
171;Izquierda;750;59;27;Suma;122;555a8;Bloque 3;1;1;613;Si
9;Izquierda;300;32;27;Suma;70;555a8;Bloque 3;1;1;775;No
89;Izquierda;750;72;24;Suma;68;555a8;Bloque 3;1;1;506;Si
242;Izquierda;1250;84;31;Resta;63;555a8;Bloque 3;1;1;432;No
49;Izquierda;750;52;34;Suma;86;555a8;Bloque 3;1;1;394;No
287;Derecha;750;98;42;Resta;56;555a8;Bloque 3;1;1;417;Si
309;Izquierda;1250;71;24;Resta;47;555a8;Bloque 3;1;1;678;Si
85;Izquierda;300;71;25;Suma;96;555a8;Bloque 3;1;1;576;Si
357;Izquierda;300;87;48;Resta;39;555a8;Bloque 3;1;1;803;No
299;Izquierda;750;63;24;Resta;28;1cf94;Bloque 3;1;1;625;Si
380;Derecha;300;96;29;Resta;80;1cf94;Bloque 3;1;1;545;No
303;Derecha;1250;64;26;Resta;54;1cf94;Bloque 3;1;1;605;No
45;Izquierda;750;51;36;Suma;87;1cf94;Bloque 3;1;1;1444;No
342;Derecha;1250;84;28;Resta;47;1cf94;Bloque 3;1;1;880;Si
208;Derecha;750;65;32;Resta;33;1cf94;Bloque 3;1;1;1005;Si
48;Derecha;750;52;24;Suma;76;1cf94;Bloque 3;1;1;1077;Si
275;Derecha;1250;95;23;Resta;61;1cf94;Bloque 3;1;1;520;No
255;Derecha;1250;87;43;Resta;44;1cf94;Bloque 3;1;1;504;Si
234;Derecha;750;79;43;Resta;36;1cf94;Bloque 3;1;1;750;No
29;Izquierda;300;43;26;Suma;69;1cf94;Bloque 3;1;1;538;Si
363;Derecha;300;92;37;Resta;39;1cf94;Bloque 3;1;1;608;Si
199;Izquierda;1250;57;25;Resta;23;1cf94;Bloque 3;1;0;485;No
138;Derecha;300;48;34;Suma;82;1cf94;Bloque 3;1;1;775;Si
230;Izquierda;1250;78;26;Resta;62;1cf94;Bloque 3;1;1;1149;No
100;Izquierda;300;35;27;Suma;62;1cf94;Bloque 3;1;1;721;No
93;Derecha;1250;74;21;Suma;95;1cf94;Bloque 3;1;1;1906;Si
112;Izquierda;1250;38;26;Suma;64;1cf94;Bloque 3;1;1;374;Si
329;Izquierda;300;78;29;Resta;69;1cf94;Bloque 3;1;1;548;No
101;Izquierda;750;35;28;Suma;63;1cf94;Bloque 3;1;1;468;No
142;Izquierda;750;48;39;Suma;87;1cf94;Bloque 3;1;1;365;Si
192;Izquierda;1250;69;27;Suma;96;1cf94;Bloque 3;1;1;656;No
54;Derecha;1250;53;32;Suma;101;1cf94;Bloque 3;1;1;481;Si
42;Derecha;750;51;23;Suma;74;1cf94;Bloque 3;1;1;487;No
221;Izquierda;1250;74;23;Resta;51;1cf94;Bloque 3;1;1;549;Si
207;Derecha;1250;65;24;Resta;41;1cf94;Bloque 3;1;1;434;Si
76;Derecha;300;63;26;Suma;89;1cf94;Bloque 3;1;1;1398;Si
195;Izquierda;1250;56;24;Resta;45;1cf94;Bloque 3;1;1;744;No
236;Izquierda;300;82;21;Resta;61;1cf94;Bloque 3;1;1;660;Si
361;Derecha;750;92;26;Resta;47;1cf94;Bloque 3;1;1;1188;No
321;Izquierda;1250;74;26;Resta;48;1cf94;Bloque 3;1;1;468;No
53;Izquierda;1250;53;31;Suma;84;1cf94;Bloque 3;1;1;731;Si
114;Izquierda;300;39;23;Suma;62;1cf94;Bloque 3;1;1;468;No
248;Derecha;1250;86;34;Resta;74;1cf94;Bloque 3;1;1;658;Si
313;Izquierda;300;72;25;Resta;33;1cf94;Bloque 3;1;1;529;No
149;Izquierda;1250;49;37;Suma;86;1cf94;Bloque 3;1;1;1022;No
196;Derecha;300;56;25;Resta;44;d73e1;Bloque 3;1;0;1969;No
280;Derecha;300;96;42;Resta;38;d73e1;Bloque 3;1;1;757;Si
246;Izquierda;750;85;42;Resta;43;d73e1;Bloque 3;1;1;514;No
354;Izquierda;750;86;48;Resta;38;d73e1;Bloque 3;1;1;1252;Si
216;Izquierda;1250;72;41;Resta;31;d73e1;Bloque 3;1;1;443;Si
161;Izquierda;1250;57;29;Suma;72;d73e1;Bloque 3;1;0;469;No
298;Izquierda;750;62;29;Resta;47;d73e1;Bloque 3;1;1;870;Si
119;Derecha;750;42;39;Suma;81;d73e1;Bloque 3;1;1;1015;No
39;Derecha;750;47;32;Suma;79;d73e1;Bloque 3;1;1;607;No
259;Izquierda;300;89;27;Resta;62;d73e1;Bloque 3;1;1;576;Si
283;Derecha;750;97;26;Resta;100;d73e1;Bloque 3;1;1;845;Si
22;Izquierda;750;41;38;Suma;79;d73e1;Bloque 3;1;1;1903;Si
267;Derecha;1250;93;21;Resta;51;d73e1;Bloque 3;1;1;402;Si
104;Izquierda;750;36;28;Suma;64;d73e1;Bloque 3;1;1;887;Si
247;Izquierda;750;85;43;Resta;42;d73e1;Bloque 3;1;1;936;Si
370;Derecha;750;94;25;Resta;82;d73e1;Bloque 3;1;1;766;Si
2;Derecha;300;31;25;Suma;47;d73e1;Bloque 3;1;1;1432;No
49;Derecha;1250;52;34;Suma;86;d73e1;Bloque 3;1;1;691;No
102;Derecha;750;35;29;Suma;64;d73e1;Bloque 3;1;1;591;Si
75;Derecha;300;62;36;Suma;139;d73e1;Bloque 3;1;1;1178;No
43;Izquierda;300;51;25;Suma;64;d73e1;Bloque 3;1;1;649;No
352;Derecha;1250;86;39;Resta;56;d73e1;Bloque 3;1;1;962;No
315;Derecha;1250;73;27;Resta;55;d73e1;Bloque 3;1;1;665;Si
126;Izquierda;300;45;28;Suma;73;d73e1;Bloque 3;1;1;1088;Si
58;Izquierda;300;54;35;Suma;89;d73e1;Bloque 3;1;1;671;Si
96;Derecha;1250;76;21;Suma;69;d73e1;Bloque 3;1;1;506;No
15;Izquierda;1250;36;23;Suma;59;d73e1;Bloque 3;1;1;451;No
328;Izquierda;300;76;29;Resta;47;d73e1;Bloque 3;1;1;728;No
173;Izquierda;300;59;35;Suma;66;d73e1;Bloque 3;1;0;895;Si
334;Izquierda;750;82;36;Resta;33;d73e1;Bloque 3;1;1;645;No
362;Derecha;750;92;28;Resta;64;d73e1;Bloque 3;1;1;701;No
1;Derecha;1250;31;23;Suma;54;d73e1;Bloque 3;1;1;452;No
71;Derecha;300;62;21;Suma;59;d73e1;Bloque 3;1;1;552;No
204;Derecha;300;59;25;Resta;48;d73e1;Bloque 3;1;1;848;No
135;Izquierda;300;48;23;Suma;71;d73e1;Bloque 3;1;0;750;Si
170;Izquierda;1250;59;25;Suma;100;d73e1;Bloque 3;1;1;506;Si
243;Derecha;1250;84;43;Resta;41;c51bf;Bloque 3;1;1;674;No
76;Derecha;300;63;26;Suma;89;c51bf;Bloque 3;1;1;1390;Si
127;Izquierda;750;45;29;Suma;74;c51bf;Bloque 3;1;1;654;Si
251;Izquierda;1250;87;26;Resta;61;c51bf;Bloque 3;1;1;1895;No
379;Izquierda;300;96;27;Resta;98;c51bf;Bloque 3;1;1;2093;No
189;Izquierda;300;69;23;Suma;92;c51bf;Bloque 3;1;1;1893;No
374;Derecha;750;94;37;Resta;57;c51bf;Bloque 3;1;1;911;No
14;Izquierda;750;36;21;Suma;57;c51bf;Bloque 3;1;1;662;No
42;Izquierda;750;51;23;Suma;74;c51bf;Bloque 3;1;1;893;No
56;Derecha;750;53;45;Suma;98;c51bf;Bloque 3;1;1;740;No
368;Derecha;300;93;36;Resta;40;c51bf;Bloque 3;1;1;1900;Si
250;Izquierda;300;87;21;Resta;66;c51bf;Bloque 3;1;1;1198;Si
236;Izquierda;1250;82;21;Resta;61;c51bf;Bloque 3;1;1;566;Si
223;Izquierda;750;74;41;Resta;28;c51bf;Bloque 3;1;1;1595;No
328;Derecha;750;76;29;Resta;47;c51bf;Bloque 3;1;0;1476;No
218;Derecha;300;73;32;Resta;41;c51bf;Bloque 3;1;1;733;Si
178;Derecha;1250;64;27;Suma;77;c51bf;Bloque 3;1;1;877;Si
21;Izquierda;1250;41;37;Suma;93;c51bf;Bloque 3;1;1;604;No
43;Izquierda;300;51;25;Suma;64;c51bf;Bloque 3;1;1;608;No
181;Derecha;750;65;28;Suma;93;c51bf;Bloque 3;1;1;769;No
345;Derecha;750;84;38;Resta;55;c51bf;Bloque 3;1;1;820;Si
233;Izquierda;750;79;38;Resta;58;c51bf;Bloque 3;1;1;1105;No
36;Derecha;300;45;34;Suma;79;c51bf;Bloque 3;1;1;689;Si
99;Izquierda;1250;34;29;Suma;63;c51bf;Bloque 3;1;1;785;No
104;Derecha;1250;36;28;Suma;64;c51bf;Bloque 3;1;1;648;Si
289;Izquierda;1250;61;23;Resta;32;c51bf;Bloque 3;1;1;822;No
63;Izquierda;750;57;21;Suma;78;c51bf;Bloque 3;1;1;958;Si
318;Derecha;750;73;35;Resta;32;c51bf;Bloque 3;1;1;717;Si
335;Derecha;300;82;37;Resta;64;c51bf;Bloque 3;1;1;604;No
101;Derecha;750;35;28;Suma;63;c51bf;Bloque 3;1;1;704;No
196;Derecha;300;56;25;Resta;44;c51bf;Bloque 3;1;1;701;No
344;Izquierda;1250;84;36;Resta;48;c51bf;Bloque 3;1;0;730;No
269;Derecha;300;93;32;Resta;73;c51bf;Bloque 3;1;1;700;No
208;Izquierda;750;65;32;Resta;33;c51bf;Bloque 3;1;1;748;Si
33;Izquierda;300;45;23;Suma;96;c51bf;Bloque 3;1;0;700;Si
309;Izquierda;300;71;24;Resta;47;c51bf;Bloque 3;1;1;916;Si
99;Izquierda;750;34;29;Suma;63;ee4e7;Bloque 3;1;1;678;No
25;Derecha;300;42;31;Suma;87;ee4e7;Bloque 3;1;1;716;No
162;Izquierda;1250;57;39;Suma;96;ee4e7;Bloque 3;1;1;625;Si
288;Derecha;1250;98;43;Resta;55;ee4e7;Bloque 3;1;1;656;No
140;Izquierda;1250;48;36;Suma;84;ee4e7;Bloque 3;1;1;572;Si
137;Izquierda;300;48;26;Suma;52;ee4e7;Bloque 3;1;1;877;Si
224;Izquierda;300;74;42;Resta;45;ee4e7;Bloque 3;1;1;1013;No
245;Derecha;750;85;32;Resta;45;ee4e7;Bloque 3;1;1;2735;Si
310;Izquierda;300;71;27;Resta;52;ee4e7;Bloque 3;1;1;543;No
240;Derecha;1250;83;41;Resta;50;ee4e7;Bloque 3;1;1;1151;Si
371;Derecha;300;94;28;Resta;47;ee4e7;Bloque 3;1;1;572;No
39;Derecha;1250;47;32;Suma;79;ee4e7;Bloque 3;1;1;529;No
36;Derecha;1250;45;34;Suma;79;ee4e7;Bloque 3;1;1;1483;Si
11;Izquierda;750;35;21;Suma;40;ee4e7;Bloque 3;1;1;969;No
83;Derecha;1250;65;31;Suma;136;ee4e7;Bloque 3;1;1;804;Si
214;Derecha;750;69;24;Resta;64;ee4e7;Bloque 3;1;1;575;Si
9;Derecha;300;32;27;Suma;70;ee4e7;Bloque 3;1;1;1284;No
17;Derecha;300;38;21;Suma;59;ee4e7;Bloque 3;1;1;879;Si
203;Derecha;750;59;23;Resta;36;ee4e7;Bloque 3;1;1;815;No
268;Izquierda;750;93;31;Resta;62;ee4e7;Bloque 3;1;1;734;Si
127;Izquierda;750;45;29;Suma;74;ee4e7;Bloque 3;1;1;603;Si
273;Izquierda;750;94;32;Resta;52;ee4e7;Bloque 3;1;1;830;No
188;Derecha;300;68;29;Suma;137;ee4e7;Bloque 3;1;1;1072;No
201;Derecha;1250;58;24;Resta;40;ee4e7;Bloque 3;1;1;1538;No
2;Izquierda;1250;31;25;Suma;47;ee4e7;Bloque 3;1;1;1033;No
366;Izquierda;300;93;25;Resta;68;ee4e7;Bloque 3;1;1;811;No
222;Izquierda;750;74;31;Resta;43;ee4e7;Bloque 3;1;1;750;Si
185;Izquierda;300;67;28;Suma;80;ee4e7;Bloque 3;1;1;828;No
67;Izquierda;300;61;28;Suma;89;ee4e7;Bloque 3;1;1;756;No
330;Izquierda;300;81;36;Resta;64;ee4e7;Bloque 3;1;1;727;No
317;Derecha;1250;73;34;Resta;55;ee4e7;Bloque 3;1;1;717;No
337;Izquierda;1250;82;49;Resta;33;ee4e7;Bloque 3;1;1;1063;Si
100;Derecha;1250;35;27;Suma;62;ee4e7;Bloque 3;1;1;733;No
144;Derecha;750;49;25;Suma;74;ee4e7;Bloque 3;1;1;1388;No
289;Derecha;750;61;23;Resta;32;ee4e7;Bloque 3;1;1;1007;No
47;Izquierda;750;52;23;Suma;89;ee4e7;Bloque 3;1;1;1042;No
150;Derecha;1250;52;29;Suma;68;8c19a;Bloque 3;1;1;639;No
121;Derecha;1250;43;29;Suma;61;8c19a;Bloque 3;1;1;679;No
88;Izquierda;750;72;23;Suma;95;8c19a;Bloque 3;1;1;456;Si
124;Izquierda;750;45;26;Suma;71;8c19a;Bloque 3;1;1;1910;No
140;Izquierda;750;48;36;Suma;84;8c19a;Bloque 3;1;1;1754;Si
155;Izquierda;1250;53;39;Suma;65;8c19a;Bloque 3;1;1;925;No
55;Derecha;300;53;41;Suma;94;8c19a;Bloque 3;1;1;569;No
134;Izquierda;300;47;39;Suma;86;8c19a;Bloque 3;1;1;884;Si
356;Izquierda;1250;87;39;Resta;68;8c19a;Bloque 3;1;1;1119;Si
301;Izquierda;1250;63;27;Resta;43;8c19a;Bloque 3;1;1;1229;No
64;Izquierda;1250;57;32;Suma;89;8c19a;Bloque 3;1;1;312;Si
357;Derecha;750;87;48;Resta;39;8c19a;Bloque 3;1;1;2552;No
25;Izquierda;300;42;31;Suma;87;8c19a;Bloque 3;1;1;607;No
262;Derecha;750;89;37;Resta;62;8c19a;Bloque 3;1;1;539;No
202;Izquierda;1250;58;26;Resta;27;8c19a;Bloque 3;1;1;731;No
275;Derecha;750;95;23;Resta;61;8c19a;Bloque 3;1;1;352;No
186;Izquierda;1250;67;29;Suma;114;8c19a;Bloque 3;1;1;467;No
277;Izquierda;1250;95;32;Resta;45;8c19a;Bloque 3;1;0;481;Si
